PuzzleId,FEN,Moves,Rating
bA88X,k6r/p4b2/QN1P2nb/3Pp3/PP6/1K6/1B2q3/7q b - - 1 37,a8b8 b6d7 b8a8 a6c6,1441
bB9TG,4rrkq/3P4/1p6/p1p1Nb2/P1P2p2/1PQ3p1/6P1/3RR1K1 w - - 1 35,d7e8q h8h2 g1f1 h2h1 f1e2 h1g2,1760
bBPoS,3Q4/pp2Q1pk/5p1p/8/4P3/P3q3/6PP/2rR3K w - - 1 31,e7f8 e3e1 d1e1 c1e1,1282
bBo4l,Q7/5Qpk/7p/4p3/1P2Pn2/7b/4r2P/R6K w - - 1 35,a8a7 h3g2 h1g1 f4h3,1145
bBujA,8/5R1p/2R1n1p1/1P4k1/3P2NP/4P1P1/5PK1/qq6 b - - 0 40,g5g4 f2f3 g4h5 f7h7,1477
bCFpv,7Q/8/5P2/5q2/6k1/6P1/3p2K1/8 b - - 22 87,d2d1q h8h4,1193
bCWfu,8/1P5p/2Q5/4P1pk/8/6PK/r7/8 w - - 0 60,b7b8q g5g4,788
bCaF2,rnbq1bkr/ppp3pp/8/3RN1B1/2Q5/8/PpP3PP/4K2R b K - 0 15,b2b1q d5d1 d8d5 c4d5 c8e6 d5e6,1265
bCaW1,1R6/P5pk/2qp3p/2r5/8/5p2/6PP/6QK w - - 0 42,a7a8q f3g2 g1g2 c5c1,1259
bChVn,8/P4ppk/7p/2pPp1q1/2P1P3/2N1b3/1Q4PP/4n2K w - - 0 39,a7a8q e3d2 b2d2 g5d2,2064
bCkWT,r2Q2nk/p5pB/1p2P1Q1/2p5/8/5r1P/Pq6/3RR1K1 w - - 1 30,d8a8 b2f2 g1h1 f3h3,1066
bDMI2,8/7p/6p1/6Pk/2pq1P2/6K1/p7/4Q3 b - - 6 50,a2a1q e1e2,1695
bFJNL,3Q4/kp2P2p/p4qp1/P7/8/8/6PP/3B3K w - - 2 34,e7e8q f6f1,604
bGzvx,r6k/6rp/4p2q/2p2pN1/pnPb3P/3P1QRR/1P2p1PK/8 b - - 1 35,e2e1q f3a8 g7g8 g5f7,1015
bH7Ei,3r2k1/2R3p1/7p/p4p1Q/8/1P1b2PK/4pq2/2R5 b - - 3 49,e2e1q h5f7 g8h8 f7g7,1117
bH9C7,1k1n1Q2/5p2/p3p3/4P1p1/2pP4/2P3P1/1p1qNRKP/8 b - - 0 37,b2b1q f8d8 b8a7 f2f7 b1b7 f7b7,1605
bHSKw,Q4rk1/1Q1b1pp1/2p3n1/2Pp4/3Pp3/2N1P1q1/3N4/1R3BK1 w - - 3 34,f1g2 d7h3 g1f1 g3g2,1823
bHUxi,r5k1/3P1pp1/5q1p/5B2/8/4Q1NP/p4PPK/1r6 b - - 0 41,a2a1q e3e8 a8e8 d7e8q,1133
bHhXg,2r5/1pq1kp1P/4p3/1p1pPn2/3n1Pr1/P2Q3R/8/1RBK1B2 w - - 1 23,h7h8q c8h8 h3h8 g4g3,2027
bILI3,r7/pkp1QPBr/1pqp4/7n/2P5/6p1/3N2P1/1R3RK1 w - - 1 30,f7f8q c6c5 f1f2 a8f8,2230
bImkv,1Q1N4/2P3p1/q2p1k1p/3Pp3/8/7P/3b2P1/5rQK w - - 5 42,c7c8q f1g1 h1g1 a6a1 g1h2 d2f4 g2g3 a1a2 b8b2 a2b2,1746
bJ7gm,N7/p4ppp/2Q1k3/6P1/4P3/3P3P/2PK1P2/q6q b - - 0 24,e6e5 c6d5 e5f4 d5f5,1032
bJC2R,3q2k1/R4p1p/6p1/p4b2/6P1/1Q3P2/PP1p1K1P/8 b - - 1 26,d2d1q b3f7 g8h8 f7h7,946
bJZdS,8/P4p1k/7r/5p2/3P4/3KP3/r4P1p/7Q w - - 3 39,a7a8q a2a8 h1a8 h2h1q a8h1 h6h1,1058
bJq5j,7Q/p1pbkpp1/4p2p/8/Q2q4/2b5/PP2PPPP/R3KBNR w KQ - 0 12,b2c3 d4c3 e1d1 d7a4,1573
bK8ju,5Q2/3P3k/6q1/4p2p/5n1P/8/5PP1/5K2 w - - 1 39,d7d8q g6b1 d8d1 b1d1,1917
bKBhZ,8/2pR3p/4pkpB/8/5P2/6P1/1p4KP/3Bq3 b - - 2 29,b2b1q h6g5 f6f5 g3g4 f5e4 d1f3 e4e3 f4f5,2029
bL0r6,Q5Q1/5p2/3p1p1k/2pPp3/2P1P3/1KP5/4q2r/1R1R1q2 w - - 2 40,d1f1 e2c2 b3a3 c2a2,1286
bLFsV,1Q6/p7/k7/2N5/8/K7/PP6/3qq3 b - - 0 52,a6a5 b2b4 e1b4 b8b4,1696
bLNaX,2rQQ3/pp5p/4Nppk/8/1q6/1P6/P4PPP/2rR2K1 w - - 1 36,e8d7 b4e1 d1e1 c1e1,1266
bM30j,8/4P1nk/3b1q2/p1p3R1/1pQ4P/2P4K/PP6/8 w - - 1 47,e7e8q f6f3 g5g3 f3g3,1299
bMObC,6rk/4Rp1p/2p2p1Q/2P1p3/4P1P1/P7/2q2PPK/3q4 b - - 1 32,c2c1 h6f6 g8g7 e7e8,1345
bOUSH,3Q4/p5k1/5pp1/1B3p1p/5P2/1P2qb2/PQR5/2K5 w - - 5 46,d8d2 e3g1 b5f1 g1f1 d2d1 f1d1,1175
bPbe1,1rbqr1k1/4ppb1/3p1nNB/2p5/3nP3/3P2Q1/BpP3PP/R4R1K b - - 1 18,b2a1q g6e7 g8f8 g3g7 f8e7 g7f7,2153
bPfJZ,3r3r/1pQ1P3/pP4k1/P3p3/2P1q3/7P/6P1/R6K w - - 1 38,e7d8q h8h3 h1g1 e4e3 g1f1 h3h1,1355
bPp6I,2Q2nk1/pR2P1pp/3q1r2/3p4/7P/P6r/1P2RP2/5K2 w - - 2 30,e7e8q h3h1 f1g2 d6h2,1070
bPs6Y,4N3/3P3p/1q4pk/p2Q4/8/7P/P1p2rP1/5RK1 w - - 1 39,d7d8q f2f1 g1f1 c2c1q d5d1 c1f4 d1f3 f4f3 g2f3 b6d8,2339
bQ5GR,2Q3rk/1r1R2p1/7p/8/4p2P/P1Q1P1P1/1P3P2/q1KR4 w - - 1 43,c1c2 b7b2 c3b2 g8c8 c2d2 a1b2,1751
bQ8Bd,8/4P2p/5k2/1Q2b2q/6p1/2P3p1/5P2/1R4K1 w - - 0 37,e7e8q h5h2 g1f1 h2f2,1414
bQAmT,3r3k/6p1/ppq3PR/6Q1/P7/3p1R2/1P1p2K1/4q3 b - - 0 43,g7h6 g5h6 h8g8 h6h7,1550
bQFDQ,1N6/3Q1Qpk/p3p2p/3p4/1P1b4/P7/4q1PP/7K w - - 1 35,d7e6 e2d1 e6e1 d1e1 f7f1 e1f1,1106
bQw9Q,4Q3/p5rk/7p/4Q2p/2q5/2P1RN2/P6P/7K w - - 1 36,e8e6 c4f1 f3g1 f1g1,627
bRRZP,7R/6k1/3q2p1/3p1pP1/2rPbP2/2P5/3B1K1R/1q6 b - - 6 44,g7f7 h2h7 f7e6 h8e8 d6e7 e8e7,1554
bRUrA,1Q6/5ppk/8/p6p/P3b3/5Q2/2q4P/3R3K w - - 1 49,f3e4 c2e4 h1g1 e4g4 g1f2 g4d1,1373
bS0l4,8/pp2P1pk/7p/8/1Q1p2P1/3P3P/2P2qr1/1K2R2R w - - 0 32,e7e8q f2c2 b1a1 c2a2,904
bSW9f,2R2bk1/8/p5K1/6P1/8/7R/P1pq4/8 b - - 3 48,c2c1q h3h8 g8h8 c8f8,1393
bSau7,Q7/5p2/3p2kp/1Qp5/2P1n3/6r1/1B5K/5n2 w - - 0 51,h2h1 e4f2,1013
bSjEU,r2qkb1Q/1b1p4/2p2p2/p7/4N3/1P2P3/2PKB1PP/q6R b q - 1 24,a1e5 e2h5 e5h5 h8h5 e8e7 h5h7,1487
bSorg,Q4brk/2p3q1/3p3n/3Pp2p/4Pp2/2N2P1P/2PNQB1r/R6K w - - 2 35,h1h2 g7g2,1149
bTRmz,r2q1rk1/1P4pp/1p2p3/1p1p4/5P1P/2b3P1/P1PQ4/2KRR3 w - - 0 23,b7a8q c3d2 d1d2 d8a8,1474
bTkKF,8/kn2KQ2/pp1pQ3/3P4/P6q/8/8/8 w - - 13 54,e7e8 h4d8,1158
bTm33,3Q1rk1/4Qp2/p5pp/1p6/8/4b2P/2q3K1/5R2 w - - 2 45,g2h1 c2c6 h1h2 f8d8 e7d8 g8g7,2109
bUE6W,Q2r4/1P1k2p1/Pnn1pp1p/3pP3/3P4/5NP1/5P1P/6K1 w - - 1 37,b7b8q d8b8 a8b8 c6b8 e5f6 g7f6,1660
bUEpR,2rk4/6Q1/1p1bBr1p/p7/P7/7P/4pqP1/3RR2K b - - 1 44,e2d1q g7d7,1253
bUbi3,5r1k/3P2bp/6p1/3rq3/1Q2R3/6PB/PP3pK1/3R4 b - - 5 31,f2f1q d1f1 d5d2 b4d2,1488
bUg34,3r1r1k/p1p1R3/8/PPQ4p/3p4/1KPP4/5pq1/8 b - - 1 40,f2f1q c5h5 h8g8 h5h7,952
bUiwK,5Q2/1p5k/p4Pp1/2P5/1P4r1/4Q2q/7p/3R2K1 w - - 0 45,g1h1 h3g2,1079
bV8z3,1Q6/2P2ppk/7p/8/5P2/8/5KPP/3qr3 w - - 0 37,c7c8q d1d2 f2g3 e1e3 g3h4 d2f2 g2g3 f2h2 c8h3 g7g5 f4g5 e3e4 b8f4 e4f4 g3f4 h2f4,2770
bVWZN,2Q3rk/5p2/p2BpP1p/1p1pP2p/3P4/5Q2/q5r1/2R3K1 w - - 0 36,f3g2 a2g2,990
bVpYN,1Q6/5pkp/3pp1p1/p7/Q2P4/4PPP1/1Pr1qn1P/5RK1 w - - 1 35,a4c2 f2h3 g1h1 e2f1,1285
bW8Vp,2Q5/5Ppk/8/3p3p/4bP2/8/3q1BPP/1r3RK1 w - - 1 38,f7f8q b1f1 g1f1 e4d3 f1g1 d2d1 f2e1 d1e1,1666
bWOm2,3r4/3qrp1k/1p3QpP/p7/2B2R2/PP4P1/3p1P1K/8 b - - 8 43,d2d1q f6g7,1005
bWcJ2,8/5Qpk/3b3p/3B1K2/3P1P2/4P2P/P3q1P1/6q1 b - - 6 37,e2d3 e3e4 d3e4 d5e4,2227
bXUsx,5rk1/PB4p1/4b2p/4p3/q3Pn2/P1P5/5QPP/5R1K w - - 1 33,a7a8q f8a8 b7a8 a4a8,1318
bXtbU,r3k1nr/p5pp/2p1p3/4Nb2/1q6/8/Pp3PPP/R2Q1RK1 b kq - 1 16,b2a1q d1d7 e8f8 d7f7,987
bXvw3,5rk1/7p/8/6q1/8/P2Q4/1PP2p2/1K1R4 b - - 1 43,f2f1q d1f1 f8f1 d3f1,1835
bYmsW,8/5pk1/6p1/4Q3/6P1/5PK1/3q4/2q5 b - - 1 46,g7h6 e5h8 h6g5 h8h4,1667
bYty7,6rk/2R1R1p1/7p/r7/8/1q5P/p2Q2PK/8 b - - 1 43,a2a1q d2h6 g7h6 e7h7,1219
bYuCu,8/6pk/4P1r1/p2pQ3/3Pp3/R5B1/4q1rP/2Q3K1 w - - 5 49,g1h1 g2h2 g3h2 e2g2,1672
bZ1re,4r1k1/PB3pp1/1p1p2q1/2pN3p/3b3n/3P3P/2Q2PP1/3R1K2 w - - 3 33,a7a8q g6g2,1098
bZPXo,3r3k/Q4R1p/2Prp1p1/8/8/3P2P1/pq3PKP/8 b - - 4 39,a2a1q f7h7 h8g8 a7f7,1509
bZpeE,4Q3/kp1P4/p6p/6p1/2P1P3/K1PR4/P3q3/r7 w - - 5 33,d7d8q e2a2 a3b4 a2a3,1845
bZwRh,8/P7/8/1Q6/8/1k5P/5qPK/3q4 b - - 5 48,b3c2 b5a4 c2b2 a4d1,1418
bZy3g,r1r4Q/pp3R2/3kpn2/3p3P/2pP4/2q1P3/2P1QP2/2K4R w - - 0 26,h8f6 c3a1 c1d2 c4c3 d2d3 a1a6,1719
ba6Yp,3r1rk1/p4p2/1p1qp1p1/6R1/7Q/P1P2q1P/5PR1/6K1 b - - 3 27,d6a3 g5g6 f7g6 g2g6 g8f7 h4h7 f7e8 g6e6 a3e7 e6e7,1373
baK7R,br4k1/1q3p1p/3Rp1BP/2Q1P3/2P2P2/5NK1/6P1/2q5 b - - 2 38,c1f4 g3f4 h7g6 c5d4 b7b1 d6d8,2572
bagqb,rn2k2r/pp2b1pp/2p1Qp2/q2P2B1/2P4P/5P1N/Pp4P1/4RK2 b kq - 1 15,b2b1q e6e7,1312
bb0CC,r7/4q1k1/6pN/1p2p3/3pP3/1n1P1Q2/pr3PK1/3R3R b - - 3 35,a2a1q h6f5 g6f5 f3g3 g7f7 d1a1 b3a1 h1h7,2776
bbBtz,8/2p1k3/2np4/4pQ2/4PpP1/3P1Pq1/4KR1r/R3Q3 w - - 3 39,a1d1 c6d4 e2d2 h2f2 d2c1 d4f5 e1a5 f5g7,2664
bcEqu,2r2nkQ/8/4pB2/4Pp2/2p5/5NP1/5PK1/1q1q4 b - - 1 42,g8f7 h8g7 f7e8 g7e7,900
bd82b,r3N1k1/4Qpb1/4p3/3pP2B/3P4/1qP5/6PK/q7 b - - 0 38,a8e8 e7f7 g8h8 f7e8,1751
bd9Ci,4Q3/1p1P2kp/p4qp1/5r2/8/1B6/PP4PP/3R3K w - - 6 37,d7d8q f5f1 d1f1 f6f1,1003
bdT4S,r1bq1Bk1/ppppbp1p/2n5/3Q4/2B1P3/5N2/Pp3PPP/RN2K2R b KQ - 0 9,b2a1q d5f7 g8h8 f7g8,1647
beD8h,7r/5pp1/1q4b1/8/2N1P3/R2P1P2/R1k1K3/7q b - - 3 35,c2b1 c4d2 b1c1 a3c3,2008
beMwV,1r3b1r/3P1kp1/p4pb1/1q2p3/2p3pP/8/PPPQ1B2/1KNRR3 w - - 1 24,d7d8q b5b2,1087
bezv6,5Q2/pp4Q1/2p5/8/P2pkb2/1P5K/5q2/8 w - - 1 54,g7e7 e4f3 f8f4 f3f4 e7f6 f4e3,1621
bf4QN,8/5pkp/6P1/2p5/5Q2/2q1P1P1/1p3PK1/8 b - - 0 33,b2b1q f4f7 g7h6 f7h7 h6g5 f2f4 g5f5 g6g7,1834
bfCiu,r5k1/2p2pp1/pb5p/1p1Q1N2/3P4/7P/PP1p1PPK/R1B1q3 b - - 0 22,d2d1q d5a8 g8h7 c1e3 e1h1 h2g3 d1h5 a1h1,2303
bfeYt,8/PQ3p2/4p1k1/3p2pp/3Pn3/4P2K/1P3r2/8 w - - 1 32,a7a8q g5g4 h3h4 f2h2,1194
bfof7,7k/R5p1/5pPp/4p3/4P2P/3q1P2/2p4K/8 b - - 0 40,c2c1q a7a8 c1c8 a8c8 d3d8 c8d8,560
bfust,rnbqkbnr/1ppppppp/4P1P1/5P2/8/1n6/P1PP3P/1NBQKBNR b Kkq - 0 8,b3c1 e6f7,1102
bg4R0,4Q3/p5pk/1p5p/6r1/8/1Q2P2r/PP2R1Pq/3R2K1 w - - 1 30,g1f1 h2h1 f1f2 g5g2,1919
bgBtA,6kr/1q3pp1/4p2n/p1Q1P3/P2p2P1/3B1PK1/7p/2R5 b - - 1 36,h2h1q c5c8 b7c8 c1c8,1017
bgJZR,R5k1/7p/3P4/1pP3K1/1P6/4n2q/4Q3/5q2 b - - 1 40,g8g7 e2b2 g7f7 a8a7 f7e6 a7e7 e6d5 b2d2 d5c4 e7e4 c4b3 e4e3 h3e3 d2e3,2484
bgLOW,8/p5Qp/3pQ3/1p1P2p1/1P2P3/P2k4/KRn5/3q4 w - - 10 51,g7g5 d1a1 a2b3 a1a3,959
bgOWg,7Q/kp6/p4Q2/8/8/4PBP1/5qK1/4b3 w - - 0 47,g2h3 f2g3,1154
bgOyH,3r2k1/3P1pp1/p5p1/2PQ2N1/6P1/7P/p5K1/1q6 b - - 4 33,a2a1q d5f7 g8h8 f7e8 d8e8 d7e8q,1137
bgi4v,5r1k/1b3p1p/p5p1/2p5/3b1Q1R/5P1P/qpP3PK/3R4 b - - 3 25,b2b1q f4h6 d4e5 f3f4 e5f4 h4f4,2377
bh2gp,1q3r1k/2ppP1p1/7p/4P3/1n1P1P2/1Qp1NN1P/rb6/1K1R3R w - - 1 26,e7f8q b8f8 b3a2 b4a2,896
bhLw3,8/pp2k1rP/4p3/3p1P2/1P1PnQ2/4PK2/2r5/8 w - - 0 49,h7h8q c2f2,1256
bhNoH,2r3k1/1p2rpqp/6p1/1P4P1/P3p3/1Q4P1/2Rp1PK1/8 b - - 0 38,d2d1q c2c8 g7f8 c8f8 g8f8 b3d1,1190
biMRq,8/5Q2/7k/4PP1p/7K/6P1/1P2p2P/5q2 b - - 2 51,e2e1q f7g6,1086
birB6,6k1/pp1q2p1/2p4r/4Q1N1/6R1/5P2/PPP1K2p/8 b - - 0 39,h2h1q e5b8 d7e8 b8e8,1796
bixTQ,6Q1/2p5/4kp2/3q4/8/8/P4PPP/3q1NK1 b - - 2 27,e6f5 g8d5 d1d5 f1e3 f5e4 e3d5,1555
biyrH,7k/5Q1p/2qP4/4Pp2/8/P6P/2p2P1K/8 b - - 1 41,c2c1q f7f8,1170
bjjmo,5Q2/kpp3Q1/pbqp4/1n2p1p1/4Pp2/1B1P3P/P2K1P2/7R w - - 1 38,g7g8 c6c3 d2e2 b5d4 e2f1 c3d3 f1g1 d4f3 g1g2 f3h4,2409
bjuqc,5rk1/2PP1p1p/1p6/p3p1q1/2P2p2/3Pn3/5Qn1/R4RK1 w - - 0 32,d7d8q f8d8 c7d8r g5d8,1880
bk5aQ,8/pp3P2/6r1/2Qp2r1/kP6/P2Pb3/2R3B1/7K w - - 9 39,f7f8q g5h5 g2h3 h5h3 c2h2 g6g1,1439
bkREr,8/1P5k/2Q4p/5p1K/4pP2/4n3/8/6r1 w - - 1 48,b7b8q g1h1,1221
bkcxX,r5k1/5pp1/3p1q1p/3P4/1R3P2/7P/2Q3PK/5q2 b - - 3 33,a8a1 b4b8 f6d8 b8d8,1712
bkq3y,6k1/3q3p/5p1B/8/1p1PpQ2/2b3P1/5P1K/q7 b - - 1 42,d7f7 f4b8 f7e8 b8e8,1114
bkqBv,5nk1/6pp/2p5/pq1p1N1P/8/5R2/1p3K2/8 b - - 1 37,b2b1q f5e7 g8h8 f3f8,902
blJeO,r4r2/5p2/3Q1k2/1p4p1/8/2P4R/5PPK/q1q5 b - - 3 41,f6g7 d6h6 g7g8 h6h8,860
blM5H,8/P4qpk/1Q1p3p/5p1r/3Pp3/6PP/1P4RK/6R1 w - - 1 36,a7a8q h5h3 h2h3 f7h5,925
blTbK,8/1P6/2Q2nkp/2P3p1/8/5Pp1/4pqP1/6RK w - - 0 38,b7b8q f2g1 h1g1 e2e1q,1451
blmNq,Q7/5p1k/5qpp/8/p3Q3/8/3R1PPP/2R3K1 w - - 0 42,c1c6 f6a1 c6c1 a1c1 d2d1 c1d1 e4e1 d1e1,1025
blwQp,6r1/np3R2/5Nnk/pP2P3/P2P2Q1/7P/1q4PK/2q5 b - - 3 35,c1g5 f6g8,1077
blzpi,5rk1/p1P2pp1/1p3n1p/3rq3/8/P5P1/5PBP/2RQ2K1 w - - 0 24,c7c8q d5d1 c1d1 f8c8,1178
bmJqc,8/PQ3pp1/4p1kp/3p4/2q5/1n2P2P/5PP1/3KB3 w - - 5 38,a7a8q c4d3 e1d2 d3d2,1681
bnGYZ,6r1/2R3pk/5pp1/3P4/Q7/2p3PP/p4PK1/1q6 b - - 0 38,a2a1q a4h4,931
bngKo,5b1N/6pp/2kP4/3Q4/q1P5/7P/1r3PP1/q2R1K2 b - - 4 30,c6d7 d5f7 f8e7 f7e7 d7c6 e7c7,1435
bo6yA,5Q2/pp6/1kpp4/2b1pN2/2B1P3/P2P4/KPP2P1p/6q1 b - - 0 34,h2h1q f8d8,1082
boWIt,8/pp1PQ2p/6qk/4p2p/6b1/2P5/PP4r1/2K1R2R w - - 3 33,d7d8q g6c2,1166
boXLg,8/1Q5k/4p2p/3pBpp1/3Pq3/7P/4q1PK/8 b - - 3 39,h7g6 b7g7 g6h5 g7f7 h5h4 e5g3,1591
bobwk,8/3P1pk1/1p6/1P1P3p/2P2p2/5PpP/p5P1/3q2QK w - - 3 57,d7d8q d1g1 h1g1 a2a1q,1226
bp99p,8/1q1kpp1P/6p1/3pQb2/p1p2P2/PrP5/1P5R/K2N2R1 w - - 1 33,h7h8q b3a3 b2a3 b7b1,1380
bpRK8,8/1P1Q4/P4kpp/8/3p1P1K/6P1/7P/7q w - - 15 56,b7b8q h1h2 d7h3 g6g5 f4g5 h6g5 h4g4 h2e2,1435
bpWCq,4Q3/6pk/1q4rp/8/4Q2P/7q/6P1/6RK w - - 1 43,g2h3 b6g1,470
bpcCR,2k2Q2/pp4pp/2p3q1/4B3/4N3/4r1PP/PP4BK/q7 b - - 2 28,c8d7 e4c5,1270
bpiXJ,2Q5/7p/5p1k/1p4p1/4qPQK/6P1/8/8 w - - 0 53,f4g5 f6g5 h4h3 e4h1,1164
bpkuo,6Qr/p1p1Q3/1bppR3/5q1k/1P5p/P7/1BPN1P2/5qK1 w - - 0 25,g1f1 f5f2,1515
bq3SS,3k1rnQ/1Q1b1p2/3Kpqp1/2p5/5P2/1P6/3P4/3R1B1R w - - 0 35,h8g8 f6d4 b7d5 d4d5,1573
bq6uV,3Q4/1p4pk/p1p4p/5r2/PP6/6P1/4prP1/3RQ1K1 w - - 1 35,d1d2 f2f1 g1h2 f5h5 d8h4 h5h4 g3h4 f1e1,1801
br447,2r5/2qb1Pkp/p3p1p1/1pbp2N1/8/P4Q2/1P4PP/1B3R1K w - - 1 28,f7f8q c8f8 f3c3 d5d4,1904
brH3L,k2r1Q2/1p2Q2R/pP6/2pqp3/8/6PK/3p3P/8 b - - 0 48,d2d1q f8d8 d5d8 e7b7,1549
brTSQ,Q6K/3q2P1/8/8/kp6/8/7P/2q5 b - - 1 73,a4b3 g7g8q b3c3 a8f3,1921
brTSU,1Q6/3kb3/4p1Q1/3pP3/1p4K1/r6P/6q1/8 w - - 0 40,g4h5 g2h3,974
brVw0,2QR4/5qp1/1p2p1k1/1P1p2n1/1N1Pp1p1/4P1P1/5r1P/5QK1 w - - 0 46,c8c1 g5h3 f1h3 g4h3,1896
brc8D,8/2P2k2/Q5p1/1p1p1p2/5P2/3r2P1/KPn5/8 w - - 1 43,c7c8q c2b4 a2b1 d3d1 c8c1 d1c1 b1c1 b4a6,1657
bs5Y8,3Q4/pQ3pk1/7p/2p1q3/2P3p1/1P6/P5PP/7K w - - 1 36,b7e7 e5a1 d8d1 a1d1 e7e1 d1e1,1067
bsIba,5Qn1/2B3pk/2r2p1p/p7/4P1R1/8/qp4PP/5RK1 b - - 0 36,b2b1q f8g7,1323
bskHW,2r1k3/6Rp/Q1n1p3/2BpP3/2pP4/2q4P/P5PK/4q3 b - - 1 29,c8c7 a6a8 c6d8 g7g8 e8f7 a8d8,2055
bsrsL,3Q4/3R1ppk/p6p/8/1P6/P7/4qPPP/2rQ2K1 w - - 0 30,d7d2 e2e1 d1e1 c1e1,1685
btKsW,k7/1pQ5/q1p5/2Pp2P1/3Pp3/1K2P3/p4r2/7R b - - 7 45,a2a1q h1h8 f2f8 h8f8 a8a7 c7b8,1497
bu4Qz,r6Q/1pp1kpQ1/8/3p4/2q5/1K6/8/3R2R1 w - - 5 31,b3b2 a8a2 b2b1 c4c2,1412
buLmp,8/pp3p2/2Q1p1k1/6P1/5P2/4P2R/P1p2KBP/3q4 b - - 7 42,c2c1q c6e4 g6g7 e4e5 g7f8 h3h8 f8e7 e5f6,2659
buQYu,6k1/3q3p/1p2BQpP/pbp1P3/5P2/PP4P1/7K/4q3 b - - 0 39,d7e6 f6g7,1505
buU0R,1Q6/3P1pk1/pN4p1/1b6/1p1q4/8/4rPPP/5RK1 w - - 3 35,d7d8q d4f2 f1f2 e2e1 f2f1 e1f1,1363
buX5J,4Q3/2qN1pk1/6pp/1P6/1n6/6PP/1q4NK/8 b - - 3 43,c7c2 e8f8 g7h7 f8f7,1529
buqKF,r5n1/1p1Q1N1k/ppn3pp/8/PP2PP2/2q3P1/3p3P/4RRK1 b - - 1 25,d2e1q f7g5 h7h8 d7h7,1007
buwjx,5rk1/QP2pp1p/6p1/3R2q1/P1P5/8/5PPP/2R3K1 w - - 1 27,b7b8q g5c1 d5d1 c1d1,770
bux7C,8/5Q2/6p1/8/3qPk2/8/P2r2PK/2q5 b - - 3 47,f4e3 f7f3,757
buyLh,6k1/5ppp/8/4q3/4P3/6PP/B4Q1K/1q6 b - - 0 35,b1e4 f2f7 g8h8 f7f8,952
bv9wg,3Q1rk1/1b3p1p/6p1/p3Q3/1p1R3K/8/5q1P/8 w - - 3 43,e5g3 f2g3 h2g3 f8d8,1936
bvvFB,7r/P1Q2p1p/4p1k1/6p1/3p4/1q4P1/5P1P/R5K1 w - - 0 31,a7a8q h8a8 a1a8 b3b1 g1g2 b1e4,1640
bwFO6,Q7/5Qbk/5Npp/4q3/8/6P1/5PKP/2q5 b - - 1 45,e5f6 a8g8,780
bwWlR,7R/q1P2pp1/5r2/6kp/8/8/P4PPP/1Q4K1 w - - 3 37,c7c8q a7f2 g1h1 f2f1 b1f1 f6f1,849
bwuSj,1Q4Q1/5pp1/4p1k1/P5p1/8/5P1K/6PP/4q3 w - - 2 40,b8b5 e1h4,838
byYEA,8/3P1p1k/5Qp1/1p4K1/2b1r3/2P1r2P/6P1/8 w - - 7 49,d7d8q e3g3,1095
byhV6,4rn1k/3n1p1Q/4pNp1/qb1pP1P1/3P4/1p5R/5PP1/1q1R2K1 b - - 0 40,f8h7 h3h7,768
bymkt,8/p4pQp/6p1/6Pk/2P5/P4P2/KP1qp2P/8 b - - 2 45,e2e1q g7h6,1112
byn73,6k1/p3rpp1/2q4p/3p1Q2/8/P2B1P1P/5BPK/3q4 b - - 3 30,c6e6 f5h7 g8f8 h7h8,1098
bzF8S,2r5/3P3k/5p1p/q1b5/8/1Q1P3P/1P2rPP1/3N1K1R w - - 0 30,d7c8q a5e1,628
bzXA7,r1b1q1k1/ppp2p1p/3p1BpQ/3P4/2P1r3/8/Pp2BPPP/R4RK1 b - - 0 15,b2a1q h6g7,864
c01CI,8/PQ4pk/7p/8/3b4/7P/5qPK/8 w - - 7 41,a7a8q d4e5 h2h1 f2e1,1457
c0nJA,k7/pp6/2p5/3q4/5Q2/PP1P4/K1P1p1r1/8 b - - 0 66,e2e1q f4f8 e1e8 f8e8 d5d8 e8d8,425
c1KI1,8/5p1k/3q2pP/pp6/1b5Q/4q3/6P1/5R1K b - - 1 42,d6g3 f1f7 h7g8 f7g7 g8h8 h4d8 e3e8 d8e8 b4f8 e8f8,1781
c1j6V,1qbr1k2/5p1p/p5n1/3p2Q1/2pP4/1P2P3/Pp3PBP/2R1R1K1 b - - 1 26,b2c1q g5d8 f8g7 e1c1,1564
c1mQU,5r1k/Q5R1/6bp/4Pq2/5r1P/5PR1/2p2KP1/1n6 b - - 0 41,c2c1q g7h7 g6h7 a7g7,1574
c1n57,r6r/p2kP3/Ppp2PB1/3b4/3P1R2/6Q1/1P3KP1/3q4 w - - 1 39,e7e8q a8e8 g6e8 h8e8 g3g4 d1g4,2070
c2EuL,6k1/5p2/5qp1/1p6/7q/2B1R3/4K3/5N2 b - - 3 73,f6a6 e3e8 g8h7 e8h8,542
c2O89,5Q2/1r3ppk/p5b1/1p2p1Pp/1Pp1q2P/P1P5/N2QN3/2KR1R2 w - - 1 29,e2g3 e4b1,923
c2PEA,2Q5/4b3/2kp4/4p3/4q3/2P5/4NPP1/q1B3K1 b - - 1 61,c6d5 c8b7 d5c5 b7e4,1618
c3vUO,8/1QP5/8/p2p4/k2B2pp/3rP1P1/5P1P/6K1 w - - 0 45,c7c8q d3d1 g1g2 h4h3,1321
