PuzzleId,Rating,PGN,Solution,FEN,Moves
1KK7D,1083,1. c4 e5 2. Nc3 d6 3. Nf3 Nf6 4. d4 Nbd7 5. e4 Be7 6. Be2 O-O 7. O-O c6 8. h3 a6 9. Be3 b5 10. Qc2 Bb7 11. Rfd1 Qc7 12. Rac1 Rac8 13. cxb5 cxb5 14. dxe5 dxe5 15. Qb3 Nc5 16. Bxc5 Bxc5 17. a4 Qb6 18. Rf1 b4 19. Nd5 Nxd5 20. exd5 Bxf2+ 21. Kh1 Bg3 22. Rxc8 Rxc8 23. Ng5 Bf4 24. d6 Rf8 25. Nxf7 Rxf7 26. Bc4 Qxd6 27. Bxf7+ Kf8 28. Bh5 Bd5,Qd3 Bxg2+ Kxg2 Qxd3,5k2/6pp/p2q4/3bp2B/Pp3b2/1Q5P/1P4P1/5R1K w - - 3 29,b3d3 d5g2 h1g2 d6d3
1KRWl,1965,1. Nf3 d5 2. c4 e6 3. g3 Nf6 4. b3 b6 5. Bg2 Bb7 6. O-O Be7 7. Bb2 O-O 8. e3 Nbd7 9. Nc3 c5 10. Qe2 a6 11. Rad1 Qc7 12. cxd5 Nxd5 13. Ne1 Nxc3 14. dxc3 Bxg2 15. Nxg2 Bf6 16. c4 Ne5 17. f4 Nd7 18. Bxf6 Nxf6 19. g4 Rad8 20. Qf3 e5 21. g5 e4 22. Qh3 Ne8 23. Rxd8 Qxd8 24. Qg4 Qd2 25. Rd1 Qxa2 26. f5 Qxb3 27. Qe2 b5 28. cxb5 axb5 29. Rd7 c4 30. g6 fxg6 31. fxg6 hxg6 32. Nf4 c3 33. Nxg6,c2 Ne7+ Kf7 Qh5+,4nrk1/3R2p1/6N1/1p6/4p3/1qp1P3/4Q2P/6K1 b - - 0 33,c3c2 g6e7 g8f7 e2h5
1KdZW,1880,1. e4 e5 2. Nf3 Nc6 3. d4 Qf6 4. d5 Nd8 5. Bg5 Qb6 6. b3 f6 7. Be3 Bc5 8. Bxc5 Qxc5 9. Be2 d6 10. O-O a6 11. Nbd2 Bg4 12. Nh4 Bxe2 13. Qxe2 Qxc2 14. Qh5+ Nf7 15. Rac1 Qxd2 16. Rxc7 g6 17. Nxg6 hxg6 18. Qxg6 Ne7 19. Qxf6,Qg5 Rxe7+ Kd8 Rxf7+ Qxf6 Rxf6,r3k2r/1pR1nn2/p2p1Q2/3Pp3/4P3/1P6/P2q1PPP/5RK1 b kq - 0 19,d2g5 c7e7 e8d8 e7f7 g5f6 f7f6
1KrNS,2396,1. e4 c6 2. Bc4 d5 3. exd5 cxd5 4. Bb5+ Bd7 5. a4 a6 6. Bxd7+ Qxd7 7. Nf3 Nc6 8. O-O e6 9. Nc3 Nf6 10. d4 Bb4 11. Bg5 Bxc3 12. Bxf6 Bxb2 13. Bxg7 Rg8 14. Rb1 Ba3 15. Be5 Nxe5 16. Nxe5 Qe7 17. Nf3 Bd6 18. Rb6 Rb8 19. Qd3 Bc7 20. Rb3 Qf6 21. g3 Qh6 22. Ne5 Qh3 23. Qf3 f5 24. Nc6 Rc8 25. Na7 Rb8 26. Nc6 bxc6 27. Re3 Kd7 28. Rfe1 Rbe8 29. c4 Rg5 30. cxd5,cxd5 Rxe6 Rxe6 Qxd5+ Rd6 Qf7+ Kc8 Rc1 Rd7 Qe8+,4r3/2bk3p/p1p1p3/3P1pr1/P2P4/4RQPq/5P1P/4R1K1 b - - 0 30,c6d5 e3e6 e8e6 f3d5 e6d6 d5f7 d7c8 e1c1 d6d7 f7e8
1L5oD,2396,1. Nf3 d5 2. c4 d4 3. b4 Bg4 4. e3 e5 5. Be2 d3 6. Bxd3 Qxd3 7. Nxe5 Bxd1 8. Nxd3 Bc2 9. Nc5 Bxc5 10. bxc5 Nf6 11. Nc3 c6 12. f3 O-O 13. Ke2 Bg6 14. e4 Na6 15. d4 Rfe8 16. a3 Rad8 17. Be3 Nxe4 18. fxe4 Bxe4 19. Nxe4 Rxe4 20. Kf3 Rde8 21. Rhe1 Nc7 22. Bf2 Rxe1 23. Rxe1 Rxe1 24. Bxe1 Kf8 25. h4 Ke7 26. Ke4 Ke6 27. Bg3 f5+ 28. Kd3 Ne8 29. Be5 Nf6 30. Bxf6 Kxf6 31. d5 Ke5 32. d6 Ke6 33. Kd4 g6 34. g3 Kf6 35. Ke3 h6 36. Kf4 g5+ 37. hxg5+ hxg5+ 38. Ke3 b6,Kd4 Ke6 cxb6 axb6,8/p7/1ppP1k2/2P2pp1/2P5/P3K1P1/8/8 w - - 0 39,e3d4 f6e6 c5b6 a7b6
1LPQa,1043,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. g4 Nge7 8. Qf3 Nxd4 9. Bxd4 Nc6 10. Be3 Ne5 11. Qg3 Bd6 12. f4 Ng6 13. e5 Nxe5,fxe5 Bxe5 Qf3 Bxc3+,r1b1k2r/1pqp1ppp/p2bp3/4n3/5PP1/2N1B1Q1/PPP4P/R3KB1R w KQkq - 0 14,f4e5 d6e5 g3f3 e5c3
1LSBa,2314,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Be3 Bc5 10. Bxc5 Nxc5 11. c3 O-O 12. Re1 Ne7 13. Bc2 Bf5 14. Nd4 Bxc2 15. Qxc2 Ne6 16. Nd2 c5 17. Nf5 Nxf5 18. Qxf5 Qd7 19. Nb3 a5 20. Rad1 a4 21. Nd2 a3 22. b3 Qc6 23. Qf3 Rfd8 24. Nf1 b4 25. Ne3 bxc3 26. Nxd5 Qe8 27. Qxc3 h6 28. h4 Rac8 29. Qg3 Kh8 30. Kh2 Nd4 31. Nf4 Rc6 32. Rd3 Qe7 33. e6 Kg8 34. exf7+ Qxf7 35. h5 Rf6 36. Ng6 Rxf2 37. Rde3 Rf5 38. Re7 Rxh5+ 39. Kg1,Nf5 Qc7 Qxg6 Qxd8+ Kh7 Re8,3r2k1/4Rqp1/6Np/2p4r/3n4/pP4Q1/P5P1/4R1K1 b - - 1 39,d4f5 g3c7 f7g6 c7d8 g8h7 e7e8
1Ljz2,1214,1. d4 a6 2. e4 b5 3. a4 Bb7 4. Bd3 Nf6 5. Qe2 Nc6 6. c3 b4 7. Nf3 e6 8. e5 Nd5 9. c4 Na5 10. Qd1 Nb6 11. Nbd2 c5 12. Ne4 cxd4 13. c5 Bxe4 14. Bxe4 Bxc5 15. Bxa8 Qxa8 16. O-O Qd5 17. Bf4 O-O 18. Rc1 Nb3 19. Rb1 f6 20. Qd3 fxe5 21. Bxe5 Rxf3 22. gxf3 Qxe5 23. Qxb3 Qf4 24. Rfe1 Bd6 25. a5 Nd5 26. Kf1 Qxh2 27. Ke2 Nf4+ 28. Kd1 Qxf2 29. Qc4 Qxf3+ 30. Kc2 b3+ 31. Qxb3 Qf2+ 32. Kd1 d3 33. Qc3 Bb4 34. Qc8+ Kf7 35. Qxd7+ Kf6 36. Qd8+ Kf5 37. Qf8+ Kg4,Qxb4 Qc2#,5Q2/6pp/p3p3/P7/1b3nk1/3p4/1P3q2/1R1KR3 w - - 5 38,f8b4 f2c2
1M9A9,2044,1. c4 e5 2. Nc3 Bc5 3. e4 d6 4. Nf3 Nf6 5. a3 a5 6. d4 exd4 7. Nxd4 Qe7 8. Nf5 Bxf5 9. f3 Bd7 10. Bg5 h6 11. Bh4 O-O 12. Nd5 Qd8 13. Bxf6 gxf6 14. f4 Re8 15. Bd3 f5 16. Qh5 Kh7 17. O-O-O fxe4 18. Bc2 Rg8 19. g4,Bxg4 Bxe4+ f5 Bxf5+ Bxf5 Qxf5+,rn1q2r1/1ppb1p1k/3p3p/p1bN3Q/2P1pPP1/P7/1PB4P/2KR3R b - - 0 19,d7g4 c2e4 f7f5 e4f5 g4f5 h5f5
1MF4X,2237,1. e4 c5 2. Nf3 e6 3. Nc3 Nc6 4. Bb5 Nd4 5. Bd3 Ne7 6. O-O Nec6 7. Nxd4 cxd4 8. Ne2 Be7 9. c3 Qb6 10. b4 O-O 11. a4 a5 12. b5 Ne5 13. Bb1 dxc3 14. dxc3 Bc5 15. Bf4 d6 16. Bg3 Ng6 17. Kh1 e5 18. f4 exf4 19. Nxf4 Nxf4 20. Bxf4 Be6 21. e5 Rad8 22. Qh5 g6 23. Qh6,dxe5 Bxe5 f6 Bxg6,3r1rk1/1p3p1p/1q1pb1pQ/pPb1P3/P4B2/2P5/6PP/RB3R1K b - - 1 23,d6e5 f4e5 f7f6 b1g6
1MGWZ,1617,1. c4 Nf6 2. g3 c5 3. Bg2 Nc6 4. Nc3 e6 5. Nf3 d5 6. cxd5 Nxd5 7. d4 cxd4 8. Nxd4 Nxc3 9. bxc3 Nxd4 10. Qxd4 Qxd4 11. cxd4 Bb4+ 12. Bd2 Bxd2+ 13. Kxd2 Rb8 14. Rhc1 Kd7 15. Rc3 Ke7 16. Rc7+ Bd7 17. Bxb7 Kd6 18. Rac1 Rhd8 19. e4 f6 20. f4 e5 21. dxe5+ fxe5 22. f5 g6 23. fxg6 hxg6 24. Ke3 g5 25. Bd5 Rb2 26. R1c2 Rxc2 27. Rxc2 g4 28. Bb3 Rf8 29. Rf2 Rh8 30. Rf6+ Ke7 31. Rf2 Kd6 32. Kd2 Be6 33. Rf6 Re8 34. Rxe6+ Rxe6 35. Bxe6 Kxe6 36. Ke2 Kd6 37. Kf2 Kc5,Kg2 Kd4 h3 gxh3+ Kxh3 Kxe4 g4 Kf4 g5 Kxg5,8/p7/8/2k1p3/4P1p1/6P1/P4K1P/8 w - - 4 38,f2g2 c5d4 h2h3 g4h3 g2h3 d4e4 g3g4 e4f4 g4g5 f4g5
1MTBd,1730,1. c3 Nc6 2. d4 d5 3. Nd2 e5 4. e4 dxe4 5. Nxe4 Nf6 6. Bg5 Be7 7. Bxf6 Bxf6 8. Bb5 exd4 9. Bxc6+ bxc6 10. Nxf6+ Qxf6 11. Qxd4 Qg6 12. Nf3 O-O 13. O-O Bb7 14. Qc5 Rfd8 15. Rad1 Qc2 16. Rxd8+ Rxd8 17. Qxa7 Qxb2 18. Ne5 Ra8 19. Qc5 Rxa2 20. Qe7 h6 21. Qxf7+ Kh7 22. Qxc7 Ba6,Qxc6 Qxf2+ Rxf2 Ra1+ Rf1 Rxf1#,8/2Q3pk/b1p4p/4N3/8/2P5/rq3PPP/5RK1 w - - 1 23,c7c6 b2f2 f1f2 a2a1 f2f1 a1f1
1MWDd,1558,1. d4 g6 2. c4 Bg7 3. Nf3 c5 4. e3 Na6 5. a3 d6 6. Nc3 Bd7 7. Be2 Rb8 8. O-O b6 9. Re1 Nc7 10. d5 a6 11. a4 b5 12. axb5 axb5 13. cxb5 Bxc3 14. bxc3 Nxb5 15. Qc2 Nf6 16. c4 Nc7 17. Bb2 O-O 18. Qc3 Nce8 19. Ra7 Bf5 20. Nh4 Qb6 21. Ra2 Bd7 22. Rea1 Ng7 23. Bc1 Qb3 24. Bd2 Qxc3 25. Bxc3 g5 26. Nf3 Ne4 27. Bxg7 Kxg7 28. Ra7 Rfd8 29. Bd3 Nf6 30. Nxg5 Rb3 31. Be2 h6 32. Nh3 Rdb8 33. Nf4 Rb1+ 34. Bf1 Ne4 35. g3 Nd2 36. Rxb1 Rxb1 37. Rxd7 Rxf1+ 38. Kg2 Kf6 39. Nh5+ Kg5 40. Nf4 Kf6 41. Nh5+ Kg6 42. Nf4+ Kg7 43. Rxe7 Rc1 44. Nh5+ Kg6 45. Nf4+ Kf6 46. Rd7 Nxc4 47. Nh5+ Kg6 48. Nf4+ Kg7 49. Nh5+ Kf8 50. Nf6 Rd1 51. Rc7 Rd2 52. Kf3 Rd1 53. Ne4 Rxd5,Rc6 Ne5+ Ke2 Nxc6,5k2/2R2p2/3p3p/2pr4/2n1N3/4PKP1/5P1P/8 w - - 0 54,c7c6 c4e5 f3e2 e5c6
1MmY4,1281,1. d4 Nf6 2. e3 d5 3. Nf3 g6 4. Nc3 Bg7 5. Bd3 O-O 6. Bd2 Nbd7 7. h3 Re8 8. O-O c6 9. Ne2 e5 10. dxe5 Nxe5 11. Nxe5 Rxe5 12. f4 Re8 13. Ng3 Ne4 14. Bxe4 dxe4 15. c3 Qh4 16. Kh2 f5 17. Qb3+ Be6 18. Qxb7 Qe7 19. Qxc6 Rab8 20. b3 Rec8 21. Qa4 Bxc3 22. Bxc3 Rxc3 23. Qd4 Rbc8 24. Rfd1 Rc2 25. Qe5 Rf2 26. Rd6 Kf7 27. Rad1 Rcc2 28. Rg1 Rc7 29. Nf1,Rxa2 Rxe6 Qxe6 Qxc7+,8/p1r1qk1p/3Rb1p1/4Qp2/4pP2/1P2P2P/P4rPK/5NR1 b - - 13 29,f2a2 d6e6 e7e6 e5c7
1MnKq,1125,1. d4 c5 2. e3 Nf6 3. Nf3 e6 4. Be2 b6 5. c3 Bb7 6. O-O d6 7. a4 a6 8. Nbd2 Nbd7 9. a5 b5 10. dxc5 dxc5 11. c4 b4 12. Qa4 Qc7 13. Ng5 h6 14. Nh3 Bc6 15. Qb3 Bd6 16. g3 Qb7 17. Rd1 e5 18. f3 O-O-O 19. Kf2 g5 20. e4 Nb8 21. Nf1 g4 22. Ng1 gxf3 23. Qxf3 Nxe4+ 24. Ke1 Nc3 25. Qf5+ Bd7 26. Qd3 Nxd1 27. Qxd6 Bc6 28. Qxc5 Qd7 29. Be3 Nxe3 30. Nxe3 Qd2+ 31. Kf2 Qxb2 32. Re1 f5 33. Nf3 f4 34. Nd5 Rhe8 35. Nb6+ Kb7 36. Nd5,e4 Qb6+ Kc8 Qc7#,1n1rr3/1k6/p1b4p/P1QNp3/1pP2p2/5NP1/1q2BK1P/4R3 b - - 5 36,e5e4 c5b6 b7c8 b6c7
1N88V,1851,1. c4 e5 2. Nc3 Bb4 3. Nd5 Bc5 4. e3 Nf6 5. d4 Nxd5 6. dxc5 Nf6 7. Nf3 e4 8. Nd4 O-O 9. Be2 Na6 10. Nb3 Qe7 11. Qd4 Nb4 12. Qc3 Na6 13. Qa5 b6 14. cxb6 axb6 15. Qc3 Bb7 16. O-O d6 17. Nd4 Nc5 18. b3 Qe5 19. Bb2 Qg5 20. Nb5 Ne6 21. Rfd1 Nd7 22. a3 Ne5 23. Kh1 f5 24. Nxd6 cxd6 25. Rxd6 Nd3 26. Rxe6 Nxf2+ 27. Kg1 Ng4 28. Bxg4 fxg4 29. Rd1 Rf7 30. Re5 Qg6 31. Rb5 Raf8 32. Qd4 g3 33. h3 Rf2 34. Rxb6 Qf7 35. Qxg7+ Qxg7 36. Bxg7 Kxg7 37. Rxb7+ Kg6 38. Re7 h5 39. Rxe4 Rb2 40. b4 Rff2 41. Rd6+ Kf5 42. Red4 Rxg2+,Kf1 Rbf2+ Ke1 Rg1#,8/8/3R4/5k1p/1PPR4/P3P1pP/1r4r1/6K1 w - - 0 43,g1f1 b2f2 f1e1 g2g1
1NDPe,2154,1. d4 e5 2. c3 e4 3. Bf4 d5 4. e3 Nf6 5. Nd2 Nc6 6. Bb5 Bd7 7. c4 a6 8. cxd5 Nxd5 9. Bxc6 Bxc6 10. Bg3 f5 11. Qh5+ g6 12. Qd1 Bd6 13. Ne2 Nb4 14. O-O Nd3 15. Qc2 h5 16. h4 Be7 17. Qb3 Bd5 18. Qc3 c6 19. Nf4 Nxf4 20. Bxf4 Bxh4 21. g3 Be7 22. Nc4 h4 23. Ne5 hxg3 24. fxg3 Bd6 25. Nxg6 Rg8 26. Ne5 Qe7 27. Kg2 O-O-O 28. Rh1 Rh8 29. a3 Rh7 30. Rxh7 Qxh7 31. Rh1 Qg7 32. b4 Be7 33. a4 Rg8 34. b5 Qf8 35. bxc6 Bb4 36. Qc2 Rg7 37. cxb7+ Kxb7 38. Rh6 Rc7 39. Qb2 a5 40. Ng6 Qg7 41. Bxc7 Qxh6 42. Ne7 Bf7 43. Be5 Qxe3 44. Qc2 Qf3+ 45. Kg1 Qc3 46. Qxc3 Bxc3 47. Nxf5 Be6 48. g4 Bb3 49. Kf2 Bxa4 50. Ke3 Bc2 51. g5 Bb4 52. Nd6+ Kc6 53. Nxe4 a4 54. g6 a3 55. g7 Bb3 56. Ng5 a2,Nh7 Bd5 g8=Q Bxg8,8/6P1/2k5/4B1N1/1b1P4/1b2K3/p7/8 w - - 0 57,g5h7 b3d5 g7g8q d5g8
1Ned7,1417,1. e4 e5 2. d4 exd4 3. c3 d5 4. exd5 Qxd5 5. Nf3 Bg4 6. Be2 Nc6 7. cxd4 O-O-O 8. Nc3 Qd7 9. Be3 Bxf3 10. Bxf3 Nxd4 11. Bxd4 Qxd4 12. Qxd4 Rxd4 13. O-O Bc5 14. Rac1 Bb6 15. Nd5 Rd2 16. Nxb6+ axb6 17. Rb1 Nf6 18. Rfe1 Re8 19. Rxe8+ Nxe8 20. Kf1 Nf6 21. Ke1 Rd6 22. Rd1 Kd7 23. Ke2 Rxd1 24. Kxd1 Kd6 25. Bxb7 c6 26. Bc8 Nd7 27. Bxd7 Kxd7 28. Kd2 Kd6 29. Kd3 Kd5 30. b4 b5 31. a3 Ke5 32. g3 g5 33. f3 f5 34. Ke3 h6 35. h3 h5,f4+ gxf4+ gxf4+ Kd5 h4 Kc4,8/8/2p5/1p2kppp/1P6/P3KPPP/8/8 w - - 0 36,f3f4 g5f4 g3f4 e5d5 h3h4 d5c4
1NoCz,1289,1. d4 d5 2. c4 c6 3. Nc3 e6 4. Nf3 Nf6 5. Bg5 Bb4 6. Nd2 Bxc3 7. bxc3 h6 8. Bxf6 Qxf6 9. e3 O-O 10. Bd3 Nd7 11. O-O Nb6 12. cxd5 cxd5 13. Rc1 Bd7 14. c4 Ba4 15. Qe2 dxc4 16. Nxc4 Nxc4 17. Bxc4 Rfc8 18. Bb5 Bxb5 19. Qxb5 b6 20. Qd7 Qd8 21. Qxd8+ Rxd8 22. Rc7 Rdc8 23. Rfc1 Rxc7 24. Rxc7 f6 25. Kf1 Kh7 26. Ke2 Kg6 27. Kd3 b5 28. e4 a6 29. d5 exd5 30. exd5 Rd8 31. Kd4 Re8 32. d6 Re2 33. d7 Rxa2 34. Ke3 Ra3+ 35. Kf4 Rd3 36. Ke4 Rd2 37. h4 b4 38. h5+,Kxh5 Rc5+ Kg6 Rd5,8/2RP2p1/p4pkp/7P/1p2K3/8/3r1PP1/8 b - - 0 38,g6h5 c7c5 h5g6 c5d5
1O8IR,2306,1. e4 e6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. Nf3 c5 6. c3 Nc6 7. O-O Qb6 8. Bc2 cxd4 9. cxd4 Nb4 10. Ba4 h6 11. Nc3 a6 12. a3 Nc6 13. Rb1 Be7 14. Bc2 O-O 15. Qd3 f5 16. exf6 Nxf6 17. Qg6 Nxd4 18. Nxd4 Qxd4 19. Bxh6 Qg4 20. Qxg4 Nxg4 21. Bd2 Bc5 22. Nd1 Bd7 23. b4 Ba7 24. h3 Nxf2 25. Nxf2 Bb5 26. a4 Bxf1 27. Rxf1 Rxf2 28. Rxf2 Rf8 29. Be1 Bxf2+ 30. Bxf2 Rf4 31. Be1 e5 32. g3 Rd4 33. Kf2 Kf7 34. Ke3,Ke6 Bd3 a5 Bc3 Rxb4 Bxb4,8/1p3kp1/p7/3pp3/PP1r4/4K1PP/2B5/4B3 b - - 4 34,f7e6 c2d3 a6a5 e1c3 d4b4 c3b4
1OT6x,1544,1. d4 d5 2. e3 c5 3. Nf3 Bg4 4. Be2 Nf6 5. O-O Nc6 6. Nc3 e6 7. h3 Bxf3 8. Bxf3 a6 9. Bd2 cxd4 10. exd4 Nxd4 11. Bg5 Nxf3+ 12. Qxf3 Be7 13. a4 O-O 14. a5 h6 15. Be3 e5 16. Bb6 Qd6 17. Rfe1 e4 18. Qf5 g6 19. Nxe4 Nxe4 20. Qg4 h5 21. Qf3 Bh4 22. Rad1 Qe6 23. g3 Be7 24. h4 Rac8 25. c3 Rc4 26. Qd3 Rfc8 27. f3 Qh3 28. fxe4 dxe4 29. Qe3 Re8 30. Re2 Bf6 31. Rh2 Qg4 32. Rd6 Be5 33. Rd5 Bxg3 34. Rg2 Qxh4 35. Rxg3 Rcc8 36. Bd4 Rc4 37. Kg2 Kh7 38. Rd7 Kg8 39. Qh6 Rxd4 40. Rxd4 Qf6 41. Qe3 Kh7,Rxe4 Qc6 Rf3 Rxe4 Rxf7+ Kg8,4r3/1p3p1k/p4qp1/P6p/3Rp3/2P1Q1R1/1P4K1/8 w - - 3 42,d4e4 f6c6 g3f3 e8e4 f3f7 h7g8
1Ojav,914,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 b6 6. Bb5 Bc5 7. Qxg7 Qf6 8. Qxf6 Nxf6 9. O-O Nxe4 10. Re1 f5 11. Kf1 Kd8 12. f3,Nd6 Bg5#,r1bk3r/p1pp3p/1p6/1Bb2p2/4n3/5P2/PPP3PP/RNB1RK2 b - - 0 12,e4d6 c1g5
1Ozl6,1173,1. e4 c5 2. Nf3 e6 3. c4 Nc6 4. d4 cxd4 5. Nxd4 Nf6 6. Nxc6 bxc6 7. Bd3 d5 8. cxd5 cxd5 9. exd5 Qa5+ 10. Nc3 Nxd5 11. Bd2 Bb4 12. O-O O-O 13. Nxd5 Bxd2 14. Bxh7+,Kxh7 Qh5+ Bh6 Nf6+ gxf6 Qxa5,r1b2rk1/p4ppB/4p3/q2N4/8/8/PP1b1PPP/R2Q1RK1 b - - 0 14,g8h7 d1h5 d2h6 d5f6 g7f6 h5a5
1P2KY,815,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 e6 5. h3 Nh6 6. Bxh6 gxh6 7. c4 d5 8. cxd5 exd5 9. Nc3 Be6 10. Bb5 Qd7 11. O-O O-O-O 12. a4 Rg8 13. Kh2 a6 14. b4 axb5 15. axb5,Nxb4 Ra8#,2kr1br1/1ppq1p1p/2n1b2p/1P1pP3/1P1P4/2N2N1P/5PPK/R2Q1R2 b - - 0 15,c6b4 a1a8
1PXud,937,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. Nc3 Nf6 5. Nd5 Be7 6. Nxe7 Qxe7 7. d3 Na5 8. Bb3 Nxb3 9. axb3 d6 10. c3 Bg4 11. O-O d5 12. h3 Bh5 13. exd5 Nxd5 14. Nxe5 O-O 15. Re1 Qd6 16. Qxh5 Nf6 17. Qh4 Rae8,Nc4 Rxe1#,4rrk1/ppp2pp1/3q1n1p/4N3/7Q/1PPP3P/1P3PP1/R1B1R1K1 w - - 3 18,e5c4 e8e1
1PZzF,1500,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d4 Bxd4 6. Nxd4 Nxd4 7. f4 d6 8. Nc3 h6 9. Be3 Bg4 10. Qd2 c5 11. h3 Be6 12. Bxe6 fxe6 13. fxe5 dxe5 14. a4 a6 15. Rad1 O-O 16. Qe1 Qd7 17. Qh4 Kh7 18. Qg3 Qc7 19. Rd2 b5 20. axb5 axb5 21. Bxd4 cxd4 22. Nxb5 Qa5 23. Nxd4 Qxd2 24. Nxe6 Rf7 25. Qxe5 Qe3+ 26. Kh1,Qxe4 Qxe4+ Nxe4 Rxf7,r7/5rpk/4Nn1p/4Q3/4P3/4q2P/1PP3P1/5R1K b - - 2 26,e3e4 e5e4 f6e4 f1f7
1PfYn,2528,1. d4 g6 2. Bf4 Bg7 3. e3 d5 4. Nf3 c6 5. h3 h5 6. Be2 Bf5 7. c4 e6 8. Nc3 Ne7 9. Qb3 b6 10. a4 Nd7 11. a5 c5 12. cxd5 cxd4 13. Nxd4 Bxd4 14. exd4 exd5 15. Nxd5 O-O 16. Nc7 Rc8 17. Rc1 bxa5 18. O-O Nb6 19. Ba6 Rb8 20. Qa3 Qxd4 21. Qxe7 Qxf4 22. Rfe1 Rfd8 23. Nb5 Rd7 24. Qf6 Nd5 25. Qe5 Qxe5 26. Rxe5 Rb6 27. Rd1 Rxa6 28. Rexd5 Rxd5 29. Rxd5 Rb6 30. f3 Kg7 31. g4 hxg4 32. hxg4 Be6 33. Rc5 a6 34. Nd4 a4 35. Nxe6+ fxe6 36. Ra5 Kf6 37. Rxa4 Ke5 38. Kf2 Kd5 39. b4 Kc4 40. Ra5 Kxb4 41. Rg5 e5 42. Rxe5 a5 43. f4 a4 44. f5 gxf5 45. gxf5 a3,Kf3 a2 Re1 Ka3 Ra1 Rb4,8/8/1r6/4RP2/1k6/p7/5K2/8 w - - 0 46,f2f3 a3a2 e5e1 b4a3 e1a1 b6b4
1Pknm,2316,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Bb4+ 5. c3 Bd6 6. O-O O-O 7. Bg5 Be7 8. Bxc6 dxc6 9. Nxe5 Qe8 10. Nd2 h6 11. Bf4 Bd6 12. d4 c5 13. Qb3 Be6 14. d5 Bxe5 15. dxe6 Nxe4 16. Nxe4 Bxf4 17. exf7+ Qxf7 18. Qxb7 Rab8 19. Qxa7 Qh5 20. h3 c6 21. Nxc5 Rf5 22. Nd7 c5 23. Nxb8 Rg5 24. Qb7 Qxh3,Qd5+ Kh8 Rfd1 Qh2+ Kf1 Rxd5,1N4k1/1Q4p1/7p/2p3r1/5b2/2P4q/PP3PP1/R4RK1 w - - 0 25,b7d5 g8h8 f1d1 h3h2 g1f1 g5d5
1PyfP,913,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 a6 5. Bc4 Bf5 6. Nge2 e6 7. O-O Nf6 8. Bf4 Qd7 9. Qd2 Be7 10. Rad1 c6 11. Rfe1 O-O 12. Ng3 Bg6 13. Be5 Qd8 14. Nce4 Nbd7 15. Nxf6+ Nxf6 16. Bxf6 Bxf6 17. c3 Qc7 18. Ne4 Qe7 19. Nxf6+ Qxf6 20. Re5 Rad8 21. Qe2 Qe7 22. Bd3 Kh8 23. Bxg6 fxg6 24. Rd3 Rde8 25. Rh3 Rf5 26. Re4 Qf7 27. Reh4 h6 28. g4 Rf4 29. Qe5,Rxf2 Rxh6+ Kg8 Rh8#,4r2k/1p3qp1/p1p1p1pp/4Q3/3P1rPR/2P4R/PP3P1P/6K1 b - - 2 29,f4f2 h4h6 h8g8 h6h8
