FEN,Moves
4RN2/N7/7R/3kN1N1/7R/8/7N/2RK1N2,f1e3 
3N4/N7/3N4/N7/R7/3k2N1/R5N1/NNRKR3,g2e1 g2f4 
3N1KRN/N6N/2N4R/2N1Nk2/R7/2N5/NN5N/4R3,c6d4 c6e7 
3K4/N4NN1/3N3R/2NkN1N1/R2N4/N5N1/1N1N2NN/2R1R3,g2e3 g2f4 
2N2R1N/N6R/N3k3/N6R/1NN3N1/N3N3/N2N4/1N1RKN2,a6c5 a6c7 
NR3NN1/R7/2k5/R7/8/2N5/7N/1NKR3N,g8e7 
3N3N/1N6/1N6/R7/N6k/R6N/2N2N2/N4NRK,h8g6 
N2N1K2/8/R7/2N2kN1/R7/2N2N2/3N1N2/2N1R1R1,f3d4 f3h4 
1K5N/4N3/N6R/Nk6/7R/8/1N5N/R1R1N3,a6c7 
N3RNR1/1N6/N2N4/N4N1R/5kN1/1N5R/N1NN3N/3N1K2,f8e6 f8g6 
3R1R2/R7/1N1Nk2N/R7/8/7N/8/4K3,h3f4 h3g5 
3R1R1N/R3N3/1N2kN1N/R7/7N/4N1N1/3N2NN/4K3,g2f4 
2NNk3/R7/1NN3N1/2N3N1/N6N/5N2/N7/1NNRKR1N,c8d6 
4NKRN/N7/8/3N4/R7/3N1k2/5N1R/2N1R3,d3e1 d3e5 
RK6/8/7R/NkN5/2N4R/8/1N5N/2R5,c4a3 c4d6 
5R1R/2N5/4N3/4N1N1/R7/6k1/R7/1N4K1,g5e4 
4KR1N/8/N7/8/R7/4k3/7R/3RN3,e1c2 e1g2 
2N1RNR1/8/N3N3/2N4N/7R/N1N1Nk2/R7/2NN1K2,e6d4 e6g5 
1NRNNNN1/3N3N/7N/N5N1/7R/3k2N1/R6N/1N1KR1N1,d7c5 d7e5 
3R4/R1N5/1Nk2N2/6NR/4N3/N7/2N2N1N/1RKN4,c2b4 c2d4 
1N1R4/6NN/N3NN2/2N3NR/1Nk2N1N/7R/2N4N/NRK5,c2a3 c2e3 
1R3N2/4N2N/2N4N/R1N5/1Nk5/2N4R/4N2N/2KR2N1,c6a5 c6e5 
N3NRKR/R7/6k1/R2N2N1/1N6/4N3/N2N3N/N4N2,d5f4 d5e7 
2K5/N3NN2/R7/2k3N1/R5N1/4NN2/6N1/1R1R4,g5e4 g5e6 
R1R5/3NN3/5N1R/1kN3N1/7R/8/4N1N1/NK5N,e2c3 e2d4 
2NNN2N/8/4N1N1/3N4/7R/k6N/N2N1N1R/KRN3N1,d2b1 d2c4 
2KRN3/2N3NR/1NkN4/3N3R/4NN1N/N7/6N1/1RNN2N1,d5b4 d5e7 
N1RKR3/7N/N4N2/R3N3/3k4/R7/1N6/3N4,e5f3 e5c6 
2KRN3/N3NN2/2N3NR/2k5/2N4R/N3N2N/6N1/1R2N3,e1d3 
8/6N1/3N3R/2Nk4/R2N3N/N5NN/5N2/2RKR1NN,h3f4 
6Nk/R7/5N2/4N3/6N1/8/2N5/6RK,e5g6 e5f7 
7R/2N2kN1/R7/2NN4/2NN3N/8/5N2/N1N1RKRN,c4e5 c4d6 
4RK2/N4N2/N6N/R7/1N3k2/1N3N1R/2N4N/5NR1,b4d3 b4d5 
1RKR2N1/6N1/8/8/N7/R2N4/2k5/R1N5,d3e1 d3b4 
1NN1NN1N/1N1N4/N1N3N1/2N5/N6R/4k3/R4N2/2NRKR2,f2d1 f2g4 
2N1R1R1/5N2/8/5NNR/5kN1/7R/N6N/1N1N1K1N,g5h3 g5e6 
KR2N3/4N3/3N2N1/6NN/N1NN4/7R/k5N1/7R,a4c3 
2RKR1N1/1N6/N2N4/7N/8/3N4/R2N4/3kN3,d3b2 d3f2 
NRK1N2N/N7/3N3R/1Nk5/R1N3NN/7N/4N3/1N1R3N,d6e4 d6b7 
4RKR1/5N1R/5k1N/7R/8/1N5N/N3N3/7N,h6g4 h6g8 
4KR2/1N5N/R7/4k3/R7/N1N5/8/3R4,a3c4 
3RKR2/N7/8/8/N7/7R/4kN2/R7,a4c3 
2R2NNN/N6N/7N/N7/R2N4/N2k4/R5N1/N2KR1N1,g2e1 g2f4 
3R2N1/8/4N2R/2N1k3/4N2R/8/N7/4KR2,c5d3 c5d7 
NRKR1N2/N1N3N1/1N6/8/N7/RN6/1Nk4N/7R,b3a1 b3d4 
2NKR3/N7/3N3R/3k4/R2N4/NN6/1N6/2R3NN,c8b6 c8e7 
3NN1KR/R1N5/6kN/R1N3N1/4N3/2N3NN/N2N3N/N3NR2,h3f4 
3N1N1N/1N5R/k7/4N1NR/2NN4/N4N2/4N3/KR1N1N1N,b7c5 
1RK5/R7/2k1N3/R1N3N1/4N3/N7/5N1N/N2R2N1,e6d4 e6d8 
1RKR4/8/8/8/5N2/R7/2k4N/R2N3N,d1e3 
K1N5/N6R/k6N/7R/3N2N1/3N1N1N/8/1R1N4,d3b4 d3c5 
N4N1R/4k3/7R/1NN5/6N1/1N1N3N/7N/1NNRKRNN,f8g6 
1RK2NNN/N1N5/4NN1N/7R/2kN3N/R6N/N6N/3R1N1N,f1d2 f1e3 
2N2R1N/R7/3Nk3/1N2N2R/1NN4N/4N1N1/1N1N3N/NN1RK3,b5d4 b5c7 
NKR3N1/3N4/4N2N/7R/Nk4N1/1N2NN1R/3N4/RN6,e3c2 e3d5 
R1NNN1N1/8/1N6/6NN/7R/1kN1NNNN/7R/1KRN4,f3d2 f3d4 
3N2RK/1N1NN3/8/3N1N2/8/5N2/R7/2N4k,f5g3 
7R/1Nk4N/R5N1/4N1N1/8/7N/4N1N1/1RKR1N2,g5e6 
1N2K1N1/R7/4k2N/R7/2N1N2N/4N3/NN3N1N/2NRNRNN,e4c5 e4g5 
2RKR2N/2N5/N3N3/N6N/3N4/1N3N2/3N3R/2Nk2NN,h1f2 
1R4NN/6N1/2NN3N/7R/k2N1NNN/7R/3N3N/K2N4,d1b2 d1c3 
8/N5N1/N7/R5N1/N1N3k1/R1N5/4N3/1N3RKR,c4e3 c4e5 
2K3N1/4N3/8/R5NN/1Nk1N3/R7/8/1RNR4,e4d2 e4d6 
4KR2/1NN3N1/4N2R/1N1Nk3/RN6/2N3N1/2N1N3/3R3N,b4d3 b4c6 
7R/1N1k4/7R/1N3N2/8/7N/N1N5/2RKR3,b7c5 
4RKR1/5N2/8/NN6/NN5N/3N1N2/R7/5kN1,f3d2 f3h2 
1NRKR1N1/2N4N/3N4/8/3NN3/NN6/R6N/2Nk4,e4f2 e4c3 
1NNRKR1N/4N2N/8/N3N1N1/2N5/N6R/N2Nk2N/R3N3,a2c1 a2c3 
R7/4k3/5N1R/2N3N1/N3N1N1/7N/1N6/3RKR1N,f6d5 f6g8 
2RKR2N/5N2/2N4R/2Nk4/R2N4/8/5N2/8,c6b4 c6e7 
6RK/8/2N2N2/6N1/8/1N3N1N/R7/N3N2k,h3f2 
2KN4/8/2N1N3/7R/2kN4/R7/4N3/NR1RN3,c6a5 c6e5 
1NN1N2K/2N5/R7/7k/R7/8/2NN4/4N1R1,e8f6 e8g7 
3R1R2/1N4NN/N3NN1R/1N2k3/4N2R/1NN4N/4N3/4KN1N,f6g4 f6d7 
N2KR3/7N/8/2N4R/3k4/7R/N5N1/2R4N,c5b3 c5e6 
7K/R2NN3/N6k/R2N4/2N1NN2/N7/8/6R1,e7f5 e7g8 
7R/3k4/R1N5/8/1N5N/N7/1N4NN/2RKRNN1,c6e5 c6b8 
7K/R6N/2N4k/R7/4NN2/2N5/7N/3N2RN,h2g4 
2NNNN1R/1N1N4/4N2N/NN2N3/R1N5/N5k1/R1N5/3N1RK1,h6f5 
3KN1NN/1N1N3N/6N1/R6N/3k2N1/R7/5NN1/1NRNRNN1,g1e2 g1f3 
R7/3k4/3N3R/5N2/1N6/5N2/1N5N/N1RKRN2,f3e5 
2RK2N1/3N4/N5N1/R7/N2k4/R7/8/NN2R3,a1c2 a1b3 
N1R1N1N1/4N3/NN6/8/1N5R/NkN5/6NR/RK1NN1NN,a6c5 
N2RN3/1N4N1/N6R/3Nk2N/7R/6N1/8/2NNKR2,c1d3 
2NR2N1/1N6/R7/4k1N1/7R/1N4N1/N1N1N3/1N1NKR1N,g5f3 g5f7 
3R3N/8/7R/2k4N/RNN5/8/N1N5/1RK5,b4d3 b4a6 
1k6/7R/3N1NN1/3N4/2N3N1/8/8/RKR5,f6d7 
3RKR1N/4N1N1/1N5N/2N1N1N1/1NN5/R3N3/N3kN1N/4N2R,a2c1 a2c3 
6RK/R3N2N/N6k/RNNN4/5N2/2N5/3N4/3N4,e7f5 e7g8 
1N2RKR1/N7/2N5/8/N2N3N/5N2/1N5R/5k2,f3d2 f3h2 
N1KRN1N1/4NN2/1N5R/1Nk5/R6N/8/N1N3N1/1R3NNN,b6a4 b6d7 
3KRN2/8/4N3/5N2/7R/N2k4/7R/2R5,e6f4 e6c5 
N4RKR/R7/3N1Nk1/R4N2/8/8/7N/7N,f5h4 f5e7 
7N/7N/7R/k3N3/7R/2N5/8/KR3N1N,e5c4 e5c6 
1N2kN2/R7/1NN5/2N3NN/N7/1NN3N1/2N1N3/3RKR2,h5f6 h5g7 
N1N1K3/8/R3N3/4kN1N/N6R/NNN5/2N1N1N1/1N1R1R2,a3c4 
7R/1k2NN2/7R/3N4/8/8/4NN2/RKRN1N2,f7d6 f7d8 
1N1RN3/1N5N/8/2N3N1/R7/4kN2/3NN2R/1NN1KRNN,d2f1 d2c4 
1R1R4/1N5R/2k5/2N4R/8/4N3/7N/2K5,b7a5 b7d8 
2k5/7R/2N5/8/8/7N/2N5/1RKR4,c6a7 c6e7 
RKR5/8/3N2N1/3N4/3N4/7R/1k6/7R,d6c4 
1N1NNN2/8/R7/N3Nk2/7R/8/7N/1NN1RKR1,e8d6 e8g7 
7R/4N3/4N3/R7/3N2k1/R7/3N4/3N1RK1,d1f2 d1e3 
2R5/1N1NN1N1/7R/1k5N/7R/3NN1NN/8/RK5N,b7d6 
1R1R4/R1N2NN1/1NkN4/2N4R/N4N2/2N1N3/8/2K3NN,f7e5 f7d8 
3R3N/8/8/7R/N3k3/7R/2N5/4KR2,a4c3 a4c5 
N3R1N1/1N5N/2N5/7R/2N2kN1/1N3N1R/N1NN4/1N1NNKR1,e1g2 e1d3 
3R1NN1/N1N5/5N2/R1N3NN/2k2N2/R1N2N2/N6N/1RK3NN,f3d2 f3e5 
R1R1N3/8/8/1N5R/1k1N2N1/5N1R/3NN2N/1K6,d4c2 d4c6 
3RK2N/4N3/4N3/8/4N2R/4k3/7R/5R1N,e7d5 e7f5 
N2KR1NN/6NN/1N1N4/1N3NN1/7R/2Nk4/3N3R/1NRN4,d1b2 d1f2 
1N1N1RKR/2N5/1N6/NNN3N1/3NN3/R7/3NNNk1/R7,e2f4 
N1N1N2N/1N6/7N/1N5R/1k1N4/7R/8/RKR5,d4c2 d4c6 
NN1RKR2/N7/8/8/4NNN1/8/R7/4k3,f4g2 f4d3 
4R3/N7/N6R/3k4/7R/8/8/2RKN2N,a6b4 a6c7 
4NN1N/N4N2/8/1N6/R7/4N2k/RN5N/6RK,f7g5 
7R/2kNNN2/2N4R/4N2N/7N/5N2/3N3N/1RKR1N2,e7d5 
R7/4k3/7R/2N5/6N1/4N3/1N6/3RKR1N,e3d5 e3f5 
1N3K2/7R/4NkN1/1N5R/N7/8/2N5/1N2R1R1,b8d7 
4N2R/1kN5/5N1R/3N2N1/3N1NNN/2N1N3/3N4/RKR2N1N,e8d6 
RK6/4N2R/1k4N1/1N5R/4N2N/8/8/N1R5,e7d5 e7c8 
5N2/1N3N2/RN6/N5Nk/R1N5/3NNN2/1N1N4/2NN2RK,d3f4 
NR5N/N6N/3N2NR/1Nk5/7R/8/2N5/1NKR2N1,d6e4 d6b7 
2KN4/6NN/N6N/N7/R1N4N/2k2N1N/R4N1N/NR1R1N1N,f2d1 f2e4 
NRK5/R1N3NN/2k5/2N4R/4N3/6N1/3NNNN1/2NR2NN,e2d4 
RK2N1N1/8/3N4/8/4N2R/1k5N/7R/2R1N3,e4d2 e4c5 
3N1K2/R7/4Nk2/R7/8/3N4/1NN1NN2/1N1NR1R1,f2e4 f2g4 
1N1R3N/N3N2N/8/R5N1/2k5/R7/5N1N/NRK1NN2,f1d2 f1e3 
4N1RK/5N2/2N3NN/NN5N/N3NN2/R1N5/1N2N2k/R7,h6g4 
3NRKR1/N5N1/8/N6N/N6R/NNN1Nk2/N6R/8,b3d2 b3d4 
1R1R4/4N1N1/8/R1N2N1N/1Nk5/R7/7N/2K5,f5e3 f5d6 
1KRN2N1/2N4R/1k2N2N/6NR/3NN3/1N4NN/2N5/R3N3,c7d5 c7a8 
2N1R1RN/N1N5/NN6/2N5/R7/N4k2/R1N2N2/N4K2,c2e1 c2d4 
N6R/4k3/R2N4/2N4N/4N3/1N6/6N1/N2RKRN1,d6f5 d6c8 
1N1N4/N2N4/6N1/N3N3/2N4R/2kN1N1N/R7/NRKR1N2,a7b5 
4k3/R7/8/7N/1N6/8/8/1N1RKR2,h5f6 h5g7 
N3RKR1/7N/8/5N2/3N4/R7/5kN1/4N2R,e1d3 
4RKRN/7N/1N6/1NN5/8/7R/5k2/1N5R,c5d3 c5e4 
2NR3N/N1N5/2N5/R7/4k2N/7R/2N3N1/4KRN1,c8d6 
R7/8/3N1N2/5N1R/1k6/7R/8/1KR5,f6d5 
N2NKR2/2N3N1/8/R7/4kN2/R3N3/N5NN/3R4,a2c3 
NN2RN2/1N3N2/3N3R/3k2N1/R6N/8/8/2RK2N1,a8b6 a8c7 
R7/4k3/4N2R/2N3N1/N6N/3N4/3N1NN1/1NNRKRNN,h4f5 h4g6 
5K2/R7/N3Nk2/1N3N1R/N2N3N/N1NN4/NN6/4R1R1,c3e4 c3d5 
2N1RN1N/N7/7N/5N2/4N2R/3k2N1/3N3R/NNRK4,e4f2 e4c5 
6KR/RN6/4NNk1/R7/8/2N5/8/5R2,e6f4 e6f8 
6N1/4N3/N7/R7/5Nk1/R5N1/N7/5RKR,g8f6 g8h6 
3K3N/3N1N1N/1N1N2N1/R2N4/3kN3/R2N3N/NN6/2RNR3,d6b5 d6f5 
1Nk3NN/R6N/N4N2/N7/1N5N/NN2NN2/N7/NRKR4,g8e7 
2k5/7R/4N3/1NN5/8/8/6N1/1RKR4,b5d6 b5a7 
5R1N/N6N/1N6/4N2R/1N2k3/N6R/1N4N1/N2RK1N1,h7g5 h7f6 
R1N2N2/1Nk5/R1N4N/N3N2N/8/8/1N2N1N1/NRKR3N,f8e6 
4R1N1/3N4/N7/8/N6R/2N2k2/N6R/N2N1KR1,d7e5 
4R1NN/7N/8/3N3R/N2k4/7R/1N4N1/1NRKNN2,e1c2 e1f3 
2NKR2N/N1N4N/4NN1N/N5N1/R2N4/3kN3/R7/N1R5,e6f4 e6c5 
2N5/R7/3NkN1N/R7/2N5/2N5/2N4N/3RKR2,c2d4 
N2NR3/7N/R5N1/4Nk2/R7/2N5/N7/4NKR1,g6h4 g6e7 
6R1/8/7N/8/R5N1/7k/R7/5N1K,g4f2 
1R1R2N1/N1N2N1N/7R/2k4N/7R/N4N2/4N3/1NK4N,c7a6 c7e6 
1N2RKR1/1N6/8/8/8/7R/5k2/R1N5,c1d3 
4K1NN/7R/N3k3/N6R/1N5N/4N3/NN5N/2NR1R1N,a6c5 a6c7 
1RKRNNNN/4N2N/8/8/4N3/6NR/2k4N/R1NN3N,d1e3 
N2k2N1/N2N3R/NN6/1N3N2/8/8/3N4/2RKR3,a7c6 
4N3/6N1/8/R7/6k1/R5N1/8/5RKR,e8f6 
N2N1N2/8/8/N2N1N2/R7/7k/R7/6RK,d5f4 
RKRN2NN/3NN3/5N1R/1k6/NN3NNR/3N2N1/6N1/5NN1,a4c3 
N2N4/1N5R/4NkN1/R7/N1N4N/NN6/NN1N2N1/1N2RKR1,d2e4 
2RN3N/8/8/6N1/7R/1k3N2/7R/RK6,f3d2 f3d4 
2k5/R7/4N1N1/8/8/N7/2N5/1RKR4,g6e7 
4RK2/1NN2N2/2NN4/7R/2N1NkN1/5N1R/8/NN1N1NRN,c7d5 c7e6 
3RKR2/3N3N/8/4N1N1/2N5/7R/4k3/R2NN3,d1c3 
2N5/1N6/N2NN3/R6N/6k1/R7/8/5RKR,h5f6 
N3KR2/1N6/R7/4kN2/R7/7N/N7/3RN2N,e1d3 e1f3 
2N1KR2/7N/7R/1N1NkNNN/R7/2N5/N7/1N1R3N,g5f3 g5f7 
N3N2N/N4N2/8/7R/k7/7R/8/KRN5,a8b6 
N3NKR1/2NN4/N7/N6R/5k2/1N5R/3N4/4R3,c7d5 c7e6 
2RNR3/6N1/6NR/3k4/R7/8/8/3K4,g6f4 g6e7 
NN3NRK/2N2N2/R1NN4/4N2k/R7/4N3/4N3/2N1N3,e2g3 e2f4 
6NN/1N3N2/4N3/4N3/R4N2/N2N2k1/R5N1/3N1RKR,f4e2 f4h5 
8/8/8/2N4R/2k5/RN6/4N2N/1RKR3N,b3d2 b3a5 
KR2N1NN/2N5/N4N2/2N4N/N4NNR/kN6/5N1R/2N4N,c7b5 
1RKR4/1N6/2N5/8/R7/2k5/RN5N/N7,b2d1 b2a4 
1N3RK1/3N2N1/8/R7/3N2k1/R5N1/4N3/N5NR,d7e5 d7f6 
KR5N/3N4/8/6N1/2N5/N1N2N2/1N5R/kN3N2,a3c2 
3NK3/1N1N3N/8/8/5N1R/4k3/R7/3R1R2,f4g2 f4d5 
R3N1N1/6N1/6NN/3NN2N/NN5R/1k2N3/5N1R/1KRN2N1,a4c5 
N2R1R2/4N1N1/1N6/R7/1N2k3/R3NN2/1NN5/4K3,f3d2 f3g5 
KR1N4/2N5/5N1N/8/2N4N/N6R/k1NN1N2/7R,c2b4 
N1K1N3/4N1NN/R7/2k5/R7/4N3/8/1R1R4,g7e6 
5K2/7N/8/7R/3N1k2/N6R/2N5/1N1NR1R1,d4e2 d4e6 
4NKN1/1NN2N2/3N3N/R4N2/N3Nk2/5N1R/N2N4/4RNR1,c7d5 c7e6 
5N1N/N5NN/2N3NN/7R/k1NN2N1/N6R/3N2NN/KR6,c4b2 c4b6 
1RK3N1/4N3/1N5R/2k4N/R1N4N/N3N3/2N1N2N/3R4,b6a4 b6d7 
2N3K1/R7/6k1/R7/8/2N1N3/8/N4R1R,c8e7 
1NRK4/4N2R/2Nk2N1/R7/8/8/8/4R3,e7f5 e7c8 
1N5N/N1NN4/4NN2/8/R7/1N3NkN/RN6/4NRKR,f6e4 f6h5 
N3RKN1/7N/5N2/N7/R7/5kN1/R7/6R1,h7g5 
N5RK/R7/7k/RN6/N4N1N/3N4/8/8,h4f5 
2RKR3/R7/3k4/R7/8/2N5/6N1/4N3,c3e4 c3b5 
NN1RKR2/R3N3/1N1Nk3/R3N3/6NN/N7/NN6/2N2NN1,a8c7 
1N2RKRN/8/R4N2/1N2NkN1/7R/2NN4/3N1N1N/2N5,b5d4 b5d6 
NN1R1R2/N1N3N1/1NN3N1/R3NN2/4k3/7R/1N5N/N3K3,f5g3 f5d6 
4N1RK/7N/N1N5/6N1/8/N4N2/R1N3N1/3NN2k,d1f2 
6N1/2N4N/RN6/4kN2/7R/1N6/2N5/3RKR1N,b6c4 b6d7 
R1R3N1/8/6N1/8/7R/1k6/N5NR/1K2N3,a2c1 
NN2NNK1/4NN2/1NN5/8/R7/6kN/R5N1/5R1R,e7f5 
1N3N1R/5k2/RN6/1N1N4/1N6/8/1N2N2N/3NRKRN,b5d6 
3R4/8/R5N1/1Nk4N/R6N/N6N/5N2/1RK4N,f2d3 f2e4 
4R1R1/7R/4Nk2/1N5R/8/N3N3/8/N1N2K2,e3g4 e3d5 
6RN/N6R/2N1NkN1/N4N1R/8/2NN4/2N5/N3RK2,c3e4 c3d5 
2N5/5N1R/kN3NN1/4N2R/2N1N3/N5N1/1N3N2/KR1N4,e4c5 
1R6/7R/k2N4/3N3R/6N1/6NN/5N2/KN2N3,d5b4 d5c7 
2R2N2/R3N3/2Nk4/R6N/8/1N1N1N2/8/N1NKR1NN,e7f5 e7c8 
KR4N1/3NN2R/k5N1/N6R/2N5/8/4N3/7N,d7c5 d7b8 
4RKR1/8/8/N2N4/8/7R/1N3k2/7R,b2d1 b2d3 
7R/4kN2/R7/6N1/N2N2N1/NN6/2N2N2/N2RKR2,d4f5 d4c6 
N1RKR3/N7/8/8/8/3N4/R2N4/3k4,d3b2 d3f2 
1N2KR2/7R/3Nk3/R3N3/N5N1/N3N3/N4N2/3R4,a4c5 
1NR1R1N1/1N3N2/3N3R/3k4/R7/8/1N6/2NK3N,g8f6 g8e7 
2N1R1N1/1N1NN2N/2NN3N/7R/5kN1/7R/8/1N1N1KR1,e7d5 e7g6 
N2N2N1/8/1N5R/NkN1N1NN/7R/6N1/5N2/RKR5,a8c7 
1NRKR2N/N7/NN6/8/1N6/R7/3kN3/7R,b6c4 
1K3N2/7N/3N4/1N2N2R/NkN3NN/5N1R/3N3N/R1R2N2,e5d3 e5c6 
NN2RNN1/7R/3k1N2/7R/1N4N1/3N4/N5N1/2RKN3,f6e4 f6e8 
2NN1K2/7R/N4k2/R7/2NN4/2N5/1NN5/N3R1R1,c3e4 c3d5 
NN1RKR2/8/2N5/R3NN2/3Nk2N/R3N3/2N3N1/2N1N1N1,f5g3 f5d6 
5K2/3N1N1N/8/R7/4NkN1/R7/1N1N4/4R1RN,b2d3 
N3N3/1N5N/1N5N/8/R1N5/2kN1N2/R7/1RKR1N2,b6a4 b6d5 
3R4/R7/4kN2/R7/8/8/3NN3/4KR2,e2d4 e2f4 
1R1R3N/N6N/4N3/6NR/1Nk5/R2N2N1/N3N3/N1K1N3,d3b2 d3e5 
4RKR1/2N4N/N7/N7/2NN4/2N5/7R/N4k2,c4d2 c4e3 
1N2N2k/R1NN4/2NN1N2/8/8/8/3N1NN1/3N2RK,d6f7 
1N2RKR1/8/2NN2N1/N7/3NN3/N6N/7R/4Nk2,e4d2 e4g3 
4R1R1/5N2/R7/2N2kN1/R4N2/N7/8/2N1NK2,f7d6 f7h6 
R7/4k3/7R/6N1/1N4N1/7N/8/3RKR2,b4d5 b4c6 
3KR3/R6N/3k4/R7/N7/6NN/4N3/2R5,g3e4 g3f5 
2N1RKR1/N7/N6R/5kN1/5N1R/3N3N/3N4/6N1,c8d6 c8e7 
2R1NN1N/3NN1N1/3NN3/1N5R/NkN1N3/1N4NR/3N4/RK6,e7d5 e7c6 
8/2N3N1/R3NN2/3NkN1N/4N2R/2N4N/N1N1N3/N2RKR2,f6g4 f6d7 
1N1N3N/4N1N1/6N1/R7/3Nk1N1/N6R/6N1/2NRKR2,g4f2 g4f6 
N2NKR1N/2N5/8/4N2R/4k2N/7R/4N2N/3RN3,e2c3 e2g3 
1RKR4/6NN/8/8/6N1/2N2N2/7R/2k5,c3a2 c3e2 
3N2R1/N6N/1N5R/1N3kN1/7R/N1N5/NN1N3N/2N1RKN1,b5d4 b5d6 
3RKR1N/8/2N1N3/6N1/7R/4k1NN/R7/2N5,g3f1 g3f5 
2R1R3/6N1/R2N4/2NkN3/R2N4/1N3N2/8/1NNK4,b1c3 
R7/3Nk3/N4N1R/6N1/N5N1/1N3N1N/NN6/1N1RKR2,f6d5 f6g8 
NK2N3/7N/7N/1N5R/1k2NN2/5N1R/3N3N/R1RN2NN,f4d3 f4d5 
3R1R2/1N4NN/R3N3/3NkN1N/R7/2N5/2N4N/4KN2,h2f3 h2g4 
4RKNN/3N1N2/8/N6R/N4k2/R7/N1N4N/3N1NR1,h8g6 
RKR5/8/8/1N6/3N1N1N/7R/1k4N1/7R,f4d3 
3RN3/5N1R/2k2N2/R1N5/5N2/2N4N/6N1/1RKNN3,f7e5 f7d8 
3RKR1N/2N5/1N5N/8/4N1NN/1N4N1/R7/4k3,h4g2 h4f3 
1N2RK2/8/5N2/N7/R1N2N2/5k2/1N5R/N5R1,c4d2 c4e5 
4RK1N/3N4/R5N1/2N2k2/7R/8/1N6/1N4R1,g6h4 g6e7 
1NNRK1N1/1N3N2/N3N3/8/R3N3/3Nk2N/R7/4NR2,e1c2 e1g2 
1R5N/N7/2N2N2/7R/k7/3N3R/5NN1/K7,d3b2 d3c5 
3KR2N/8/7R/3k1N2/7R/8/5N2/2R5,f5e3 f5e7 
2N3RK/NN4N1/4NN2/4N2N/2NN4/5N2/R5N1/7k,h5g3 
1N1NRNN1/6NN/5N1N/8/3N3R/N1Nk2N1/2NN3R/2RK4,c2e1 c2b4 
N1N2RK1/N7/R7/3N2k1/R7/1N1NN3/NNN1N2N/5N1R,h2f3 
KR1N2N1/N4N1R/k7/5N1R/2N5/1N3N2/1N6/N7,b3c5 
R1R3N1/8/8/3N1NN1/1N3N1R/1k6/5N1R/1K2N3,f5d4 
NNRKR3/R7/2Nk1N2/7R/8/3N1N2/4N3/N1NN1NNN,f6e4 f6e8 
3NRKN1/1N2N1N1/5N2/N1NN3N/5N1R/4Nk1N/1N5R/N5R1,h3g1 h3g5 
N1RKN2N/N7/N4N2/R7/N1Nk2N1/R6N/1N6/3NR3,a7b5 a7c6 
2KN3N/1N6/N2NN2N/N7/7R/1Nk5/R1N5/1R1RN3,d6e4 d6b5 
6RN/N1N5/7R/2N2k2/1NN4R/8/8/2N1RK2,c4e3 c4d6 
N3KR2/1NN4N/N5N1/2N5/R7/3Nk3/R7/3R4,c7d5 
2NK3N/1N4N1/8/1N4N1/7R/3k2N1/R6N/1NR1RN2,b7c5 
6RK/RNN5/7k/R6N/4N3/8/4N2N/2NN2N1,h2g4 
1N2RK2/1N3N1N/3N3N/R7/2N2kN1/R4NN1/8/1N3NRN,g3e2 g3h5 
1N1RKR1N/8/7N/3N2N1/6N1/R7/4k3/N6R,d5c3 d5f4 
4R3/3N4/8/R5N1/N2k2N1/R7/6N1/2RK4,g5f3 g5e6 
1N1RKR2/1N2N1N1/2N2N2/1N2N2N/2N5/6N1/7R/3Nk2N,e5d3 e5f3 
4RKRN/7N/N1N5/N7/3N4/R1N5/N4k2/7R,c3d1 c3e4 
RKR1NN2/8/3NN1NN/3N4/7N/7R/NkN1N3/NN5R,d6c4 
2RN4/6N1/8/8/R7/3k2N1/7R/3KR2N,h1f2 
1N5R/5kN1/R1N5/7N/1N3N2/8/N6N/1N2RKR1,c6e5 c6d8 
2NRKRN1/8/1N6/8/2N5/R3NN2/4k3/R3N3,f3g1 f3d4 
NN2NR2/8/R7/5NkN/R2N4/N7/8/1N3NKR,d4f3 d4e6 
2NRK3/N7/4N2R/4k2N/R3N3/7N/N1N3N1/NN1N1R1N,a7c6 
1kNNN3/7R/3N3N/8/8/4N3/1NN4N/RKR3N1,d8c6 
N2K4/5N2/NN5N/R6N/N2kN3/3N3R/1N3N2/1NRNR3,h6f5 
6RK/RN6/1N5k/R3N2N/8/8/8/8,e5g4 e5f7 
NkN1N3/NN4NR/3N3N/6N1/2N1N1N1/1N6/7N/RKR4N,a7c6 
k2N4/5N1R/2N1NN2/N6N/3N4/N5NN/2N2N2/KRN3N1,e6c7 
2N2NN1/7R/k2N3N/7R/2N5/6N1/N3N3/KR1N1N2,a2b4 
2NK2NN/3N1N1N/N7/2N4R/2Nk2N1/R6N/5N2/2RNRN2,c5b3 c5e6 
K7/N5N1/2N2N2/5N1R/k3N1N1/7R/3N1N2/NRN1N1NN,e4c3 e4c5 
4RKR1/8/1N1N4/8/R4N2/5k2/7R/5N2,f1d2 f1h2 
4R3/N7/8/1N6/R7/3k4/6NR/2RK4,g2e1 g2f4 
2RK1N1N/8/R7/3k3N/7R/8/8/4R3,h5f4 h5f6 
5N2/3N2N1/N2N2N1/8/7R/k2N1NNN/4N1NR/KR1N2N1,d6c4 d6b5 
1NR1R3/8/5N1N/6N1/N6R/3k4/R2N3N/N2K1N2,a4b2 a4c5 
K7/2N3N1/7R/kN6/7R/7N/N1N1NN2/NR3N2,a1b3 
